sample_id	ARO_id	drug_rgi	Resistance Mechanism	AMR Gene Family	gene_rgi	in_rgi	gene_amrf	drug_amrf	pct_id_amrf	in_amrf	consensus	detected_by	drug_class	gene_label	is_mac
CO32	ARO:3005040	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	YajC	True				False	False	rgi_only	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	YajC	False
CO32	ARO:3005063	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	cprR	True				False	False	rgi_only	peptide antibiotic	cprR	False
CO32	ARO:3005064	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	cprS	True				False	False	rgi_only	peptide antibiotic	cprS	False
CO32	ARO:3005067	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	ParS	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	ParS	True
CO32	ARO:3005068	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	ParR	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	ParR	True
CO32	ARO:3005069	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	rsmA	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	rsmA	False
CO32	ARO:3006538	monobactam; carbapenem; cephalosporin	antibiotic inactivation	PDC beta-lactamase	PDC-16	True	blaPDC	BETA-LACTAM	99.75	True	True	both	monobactam; carbapenem; cephalosporin	PDC-16	False
CO33	ARO:3000194					False	tet(W)	TETRACYCLINE	98.89	True	False	amrf_only	TETRACYCLINE	tet(W)	False
CO33	ARO:3000250	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmC	True	erm(C)	MACROLIDE	100.0	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmC	True
CO33	ARO:3000616					False	mef(A)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	mef(A)	True
CO33	ARO:3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	adeF	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic	adeF	False
CO33	ARO:3000838	fluoroquinolone antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	arlR	True				False	False	rgi_only	fluoroquinolone antibiotic; acridine dye; disinfecting agents and intercalating dyes	arlR	False
CO33	ARO:3002482					False	blaPEN-A21	BETA-LACTAM	100.0	True	False	amrf_only	BETA-LACTAM	blaPEN-A21	False
CO33	ARO:3002983	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	amrB	True				False	False	rgi_only	aminoglycoside antibiotic	amrB	False
CO33	ARO:3003109					False	msr(D)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	msr(D)	True
CO33	ARO:3004442	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tet(W/N/W)	True				False	False	rgi_only	tetracycline antibiotic	tet(W/N/W)	False
CO34	ARO:3000194					False	tet(W)	TETRACYCLINE	98.06	True	False	amrf_only	TETRACYCLINE	tet(W)	False
CO34	ARO:3000596					False	erm(X)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	erm(X)	True
CO34	ARO:3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	adeF	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic	adeF	False
CO34	ARO:3004442	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tet(W/N/W)	True				False	False	rgi_only	tetracycline antibiotic	tet(W/N/W)	False
CO35	ARO:3000149	fosfomycin	antibiotic inactivation	fosfomycin thiol transferase	FosA	True				False	False	rgi_only	fosfomycin	FosA	False
CO35	ARO:3000194					False	tet(W)	TETRACYCLINE	100.0	True	False	amrf_only	TETRACYCLINE	tet(W)	False
CO35	ARO:3000375	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmB	True	erm(B)	MACROLIDE	100.0	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmB	True
CO35	ARO:3000377	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexA	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	MexA	True
CO35	ARO:3000378	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexB	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	MexB	True
CO35	ARO:3000379	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprM	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	OprM	True
CO35	ARO:3000506	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexR	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	MexR	True
CO35	ARO:3000596	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmX	True	erm(X)	MACROLIDE	99.65	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmX	True
CO35	ARO:3000616					False	mef(A)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	mef(A)	True
CO35	ARO:3000800	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexC	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexC	True
CO35	ARO:3000801	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexD	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexD	True
CO35	ARO:3000802	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprJ	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	OprJ	True
CO35	ARO:3000803	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexE	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexE	False
CO35	ARO:3000804	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexF	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexF	False
CO35	ARO:3000805	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprN	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	OprN	False
CO35	ARO:3000806	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexG	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexG	False
CO35	ARO:3000807	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexH	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexH	False
CO35	ARO:3000808	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexI	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexI	False
CO35	ARO:3000809	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OpmD	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	OpmD	False
CO35	ARO:3000813	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexS	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexS	False
CO35	ARO:3000814	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexT	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexT	False
CO35	ARO:3000818	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	nalC	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	nalC	True
CO35	ARO:3000819	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	nalD	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	nalD	True
CO35	ARO:3001581	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	OXA-395	True	blaOXA-1014	BETA-LACTAM	100.0	True	True	both	carbapenem; cephalosporin; penam	OXA-395	False
CO35	ARO:3002502	monobactam; carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	PDC beta-lactamase	PDC-5	True	blaPDC-5	BETA-LACTAM	100.0	True	True	both	monobactam; carbapenem; cephalosporin; cephamycin; penam	PDC-5	False
CO35	ARO:3002645	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	APH(3')-IIb	True	aph(3')-IIb	AMINOGLYCOSIDE	99.63	True	True	both	aminoglycoside antibiotic	APH(3')-IIb	False
CO35	ARO:3002647					False	aph(3')-IIIa	AMINOGLYCOSIDE	100.0	True	False	amrf_only	AMINOGLYCOSIDE	aph(3')-IIIa	False
CO35	ARO:3002679	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	Pseudomonas aeruginosa catB7	True	catB7	PHENICOL	99.06	True	True	both	phenicol antibiotic	Pseudomonas aeruginosa catB7	False
CO35	ARO:3002804					False	fosA	FOSFOMYCIN	100.0	True	False	amrf_only	FOSFOMYCIN	fosA	False
CO35	ARO:3002985	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	arnA	True				False	False	rgi_only	peptide antibiotic	arnA	False
CO35	ARO:3003001					False	cfxA	BETA-LACTAM	100.0	True	False	amrf_only	BETA-LACTAM	cfxA	False
CO35	ARO:3003030	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexV	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	MexV	True
